scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20180413T125540_20180413T125605_021449_024EF7_43EB,2018-04-13,27,ASC,ok,93.29309038439963,-22.628400959346184,0.7540162635087728,0.4049855248619927,0.8681115808403647,
S1A_IW_GRDH_1SDV_20180425T125540_20180425T125605_021624_025469_FD1A,2018-04-25,27,ASC,ok,96.01964510740542,-22.872383916810556,0.7379636088203632,0.5019842627437564,0.8558066423181364,
S1A_IW_GRDH_1SDV_20180507T125541_20180507T125606_021799_0259F6_4EDB,2018-05-07,27,ASC,ok,92.83317549422337,-22.873147316266646,0.7324122968322483,0.5582701792259692,0.8539405527420031,
S1A_IW_GRDH_1SDV_20180519T125541_20180519T125606_021974_025F89_46C8,2018-05-19,27,ASC,ok,98.31844719314562,-22.374216901234252,0.7222486847531294,0.5998839581413807,0.8437680935807326,
S1A_IW_GRDH_1SDV_20180531T125542_20180531T125607_022149_026529_C069,2018-05-31,27,ASC,abstain,,-22.375926362036427,0.7179154036636236,1.0,0.8407202210700131,histogram not bimodal
S1A_IW_GRDH_1SDV_20180612T125543_20180612T125608_022324_026A9B_8634,2018-06-12,27,ASC,ok,88.65066475021354,-22.87462249904755,0.7343452722211469,0.4944602946486092,0.858029316194115,
S1A_IW_GRDH_1SDV_20180624T125544_20180624T125609_022499_026FD5_6429,2018-06-24,27,ASC,ok,87.96802875371614,-22.872159461401502,0.7242480038520607,0.5385415580571207,0.8510882121201487,
S1A_IW_GRDH_1SDV_20180718T125545_20180718T125610_022849_027A4A_3A81,2018-07-18,27,ASC,ok,73.85379658392577,-22.372380616073798,0.8045776476275908,0.23779312428371113,0.9091784493303995,
S1A_IW_GRDH_1SDV_20180730T125546_20180730T125611_023024_027FCF_AE51,2018-07-30,27,ASC,ok,88.00713546671486,-22.62519936463471,0.8309212380838756,0.16958382730068472,0.9158114462010194,
S1A_IW_GRDH_1SDV_20180811T125546_20180811T125611_023199_028557_C1FF,2018-08-11,27,ASC,ok,104.74823051472325,-22.37153684088196,0.8508263849079848,0.1443832742527063,0.9210992382515001,
S1A_IW_GRDH_1SDV_20180823T125547_20180823T125612_023374_028B01_B1E9,2018-08-23,27,ASC,ok,124.21363273330678,-22.128053917442237,0.8565160214798697,0.18093424085879814,0.9217006937756277,
S1A_IW_GRDH_1SDV_20180904T125548_20180904T125613_023549_02908E_FB28,2018-09-04,27,ASC,ok,133.55038869830454,-22.12043030464078,0.8604519236661993,0.18977813003399785,0.9242004947531282,
S1A_IW_GRDH_1SDV_20180916T125548_20180916T125613_023724_02962B_EFAB,2018-09-16,27,ASC,ok,137.02397429994707,-22.378767848009748,0.8603280914720067,0.190598359253193,0.9246425672047975,
